"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","###1531690017118016043###"
Item,Frequency,DOCF,Relative DOCF
"myślenicki",0,0,0.00000
"uposażenie",0,0,0.00000
"upoważniać",0,0,0.00000
"myśliwiec",0,0,0.00000
"upowszechnianie",0,0,0.00000
"myślowy",0,0,0.00000
"mémoire",0,0,0.00000
"uprawnienia",0,0,0.00000
"historyczno-politycznych",0,0,0.00000
"mógłbym",0,0,0.00000
"historyczno-źródłoznawcze",0,0,0.00000
"desk",0,0,0.00000
"bobrowski",0,0,0.00000
"mówienie",0,0,0.00000
"uprzednio",0,0,0.00000
"mówione",0,0,0.00000
"uprzejmie",0,0,0.00000
"mówionej8",0,0,0.00000
"uprzywilejować",0,0,0.00000
"mówiący",0,0,0.00000
"mówiłem",0,0,0.00000
"urbaniec",0,0,0.00000
"urbanistyczno-społecznej",0,0,0.00000
"urbanizacja",0,0,0.00000
"mądrze",0,0,0.00000
"uregulowanie",0,0,0.00000
"urerwqlnyzqhjdw",0,0,0.00000
"męczeństwo",0,0,0.00000
"męcząca10",0,0,0.00000
"męczący",0,0,0.00000
"męski",0,0,0.00000
"uroczyście",0,0,0.00000
"město",0,0,0.00000
"urodziny",0,0,0.00000
"młodopolski",0,0,0.00000
"urokliwy",0,0,0.00000
"młodsza",0,0,0.00000
"urqlf",0,0,0.00000
"młodzi",0,0,0.00000
"młodzianowska",0,0,0.00000
"ursyn",0,0,0.00000
"ursynowski",0,0,0.00000
"młodzieżowi",0,0,0.00000
"młodzieżowy",0,0,0.00000
"uruska",0,0,0.00000
"młotek",0,0,0.00000
"urzecze",0,0,0.00000
"młynarczyk",0,0,0.00000
"młynówka",0,0,0.00000
"műller",0,0,0.00000
"urzędach71",0,0,0.00000
"n.",0,0,0.00000
"urzędowo-rzeczowy",0,0,0.00000
"urzędowski",0,0,0.00000
"odgórny",0,0,0.00000
"urzędzie75",0,0,0.00000
"urğflhqnrnrâr",0,0,0.00000
"usa",0,0,0.00000
"use",0,0,0.00000
"user",0,0,0.00000
"users",0,0,0.00000
"usg",0,0,0.00000
"usiłować",0,0,0.00000
"nachodzić",0,0,0.00000
"uspołecznić",0,0,0.00000
"usprawiedliwić",0,0,0.00000
"historyczny47",0,0,0.00000
"deska",0,0,0.00000
"ustalenie",0,0,0.00000
"ustaliłam",0,0,0.00000
"nacjonalizacja",0,0,0.00000
"naczelnik",0,0,0.00000
"ustawiać",0,0,0.00000
"ustawodawca",0,0,0.00000
"ustawodawczy",0,0,0.00000
"ustawowo",0,0,0.00000
"nadanie",0,0,0.00000
"ustnie",0,0,0.00000
"ustrojowo-gospodarcza",0,0,0.00000
"ustrojowy",0,0,0.00000
"nadawczo-odbiorczych",0,0,0.00000
"ustrój",0,0,0.00000
"nadbrzezia",0,0,0.00000
"nadchodzić",0,0,0.00000
"naddatek",0,0,0.00000
"nadedrzeć",0,0,0.00000
"nadejść",0,0,0.00000
"nader",0,0,0.00000
"nadesłane",0,0,0.00000
"zaznaczałam",0,0,0.00000
"usługowy",0,0,0.00000
"nadmiernie",0,0,0.00000
"odkryty",0,0,0.00000
"historycznym19",0,0,0.00000
"bochnia",0,0,0.00000
"archwium",0,0,0.00000
"nadplanowy",0,0,0.00000
"utilização",0,0,0.00000
"nadrenia-palatynat",0,0,0.00000
"utożsamić",0,0,0.00000
"utrudniałoby",0,0,0.00000
"nadsyłać",0,0,0.00000
"nadużycie",0,0,0.00000
"nadwiślański",0,0,0.00000
"utworów9",0,0,0.00000
"nadzorczy",0,0,0.00000
"uw",0,0,0.00000
"uwarunkowanie",0,0,0.00000
"uwarunkować",0,0,0.00000
"uważaliśmy",0,0,0.00000
"naftowa",0,0,0.00000
"naganny",0,0,0.00000
"nagi",0,0,0.00000
"uwiarygodnić",0,0,0.00000
"uwieczniać",0,0,0.00000
"uwielbiać",0,0,0.00000
"uwierzytelniania",0,0,0.00000
"nagradzać",0,0,0.00000
"uwikłaniami",0,0,0.00000
"uwięzienie",0,0,0.00000
"nagrany",0,0,0.00000
"uwydatniać",0,0,0.00000
"nagrałby",0,0,0.00000
"uxfkrp",0,0,0.00000
"uyeohzvnl3rgnrzd",0,0,0.00000
"uyīq",0,0,0.00000
"uzależnienie",0,0,0.00000
"odkrywca",0,0,0.00000
"nagromadzić",0,0,0.00000
"nagry",0,0,0.00000
"uzdrowisko",0,0,0.00000
"nagrywane",0,0,0.00000
"historyk-modernista",0,0,0.00000
"historyk-archiwista",0,0,0.00000
"nagrywarka",0,0,0.00000
"uznaliśmy",0,0,0.00000
"nagłośnić",0,0,0.00000
"uznawałam",0,0,0.00000
"uznałam",0,0,0.00000
"uzupełniający",0,0,0.00000
"naiwnie",0,0,0.00000
"uzupełnienie",0,0,0.00000
"naiwny",0,0,0.00000
"uzyskałam",0,0,0.00000
"najbliższy",0,0,0.00000
"najcześciej",0,0,0.00000
"ułan",0,0,0.00000
"najder",0,0,0.00000
"najechać",0,0,0.00000
"ułatwiłoby",0,0,0.00000
"ułomny",0,0,0.00000
"ułożony",0,0,0.00000
"najlepszych",0,0,0.00000
"zało",0,0,0.00000
"uśrednić",0,0,0.00000
"najpewniej",0,0,0.00000
"hiszp",0,0,0.00000
"historyka",0,0,0.00000
"deskrypcja",0,0,0.00000
"użycie",0,0,0.00000
"najstarsze",0,0,0.00000
"najważniejszez",0,0,0.00000
"użytkowy",0,0,0.00000
"najwspanialej",0,0,0.00000
"używałam",0,0,0.00000
"użyłam",0,0,0.00000
"nakarmić",0,0,0.00000
"nakaz",0,0,0.00000
"vandellia",0,0,0.00000
"varia",0,0,0.00000
"odkurzać",0,0,0.00000
"vatowski",0,0,0.00000
"vdprfkygpdunl6wh",0,0,0.00000
"ved",0,0,0.00000
"nakładać",0,0,0.00000
"nakłonić",0,0,0.00000
"należałoby",0,0,0.00000
"vhs",0,0,0.00000
"victoria",0,0,0.00000
"należyty",0,0,0.00000
"view",0,0,0.00000
"view-publication",0,0,0.00000
"vii",0,0,0.00000
"namalować",0,0,0.00000
"vincent",0,0,0.00000
"name",0,0,0.00000
"vistulana",0,0,0.00000
"namiastka",0,0,0.00000
"vitro",0,0,0.00000
"vladana",0,0,0.00000
"vnd",0,0,0.00000
"namiotkiewiczem",0,0,0.00000
"vnlzdqldlqirupdfml",0,0,0.00000
"namowa",0,0,0.00000
"voivodeship",0,0,0.00000
"namówić",0,0,0.00000
"volume",0,0,0.00000
"voznyaków",0,0,0.00000
"nanosić",0,0,0.00000
"naoczność",0,0,0.00000
"vsrwndqlh",0,0,0.00000
"napamiec.radwanice.pl",0,0,0.00000
"vukliša",0,0,0.00000
"napisaliśmy",0,0,0.00000
"vwdzdzwudpzdmxvwrmćf",0,0,0.00000
"vwdzlhqlh",0,0,0.00000
"vwqlhqlh",0,0,0.00000
"napiąć",0,0,0.00000
"vwxghqwyz",0,0,0.00000
"vwzd",0,0,0.00000
"vwċs",0,0,0.00000
"vârzhjrrgelwnlqdsdslhu",0,0,0.00000
"hit",0,0,0.00000
"hiszpania",0,0,0.00000
"napotykałem",0,0,0.00000
"naprawa",0,0,0.00000
"w3c",0,0,0.00000
"wachlarz",0,0,0.00000
"waciega",0,0,0.00000
"naprawić",0,0,0.00000
"naprowadzać",0,0,0.00000
"wailly",0,0,0.00000
"naprzeciwko",0,0,0.00000
"naprężenie",0,0,0.00000
"odkąd",0,0,0.00000
"napór",0,0,0.00000
"napędowy",0,0,0.00000
"napędzać",0,0,0.00000
"walery",0,0,0.00000
"wales",0,0,0.00000
"napływać",0,0,0.00000
"napływowy",0,0,0.00000
"waligóra",0,0,0.00000
"naramic",0,0,0.00000
"walory",0,0,0.00000
"walter",0,0,0.00000
"hitlerowski",0,0,0.00000
"desktopową",0,0,0.00000
"desktopowej",0,0,0.00000
"boczkowski",0,0,0.00000
"analysis",0,0,0.00000
"akademie",0,0,0.00000
"wanda",0,0,0.00000
"wanga",0,0,0.00000
"wanie",0,0,0.00000
"wapowski",0,0,0.00000
"warcki",0,0,0.00000
"wargowskiej-dudek",0,0,0.00000
"narodowego20",0,0,0.00000
"narodowościowy",0,0,0.00000
"narodowość",0,0,0.00000
"warmińsko-mazurski",0,0,0.00000
"warmińsko-mazurskim",0,0,0.00000
"narojczyk",0,0,0.00000
"warszawa-miasto",0,0,0.00000
"narożnik",0,0,0.00000
"warszawie16",0,0,0.00000
"warsztatch",0,0,0.00000
"warsztowe",0,0,0.00000
"warta",0,0,0.00000
"naruszenie",0,0,0.00000
"wartościować",0,0,0.00000
"warunkować",0,0,0.00000
"narzekać",0,0,0.00000
"narzucać",0,0,0.00000
"narzucić",0,0,0.00000
"waszyngton",0,0,0.00000
"narzędzia",0,0,0.00000
"wawelski",0,0,0.00000
"wawrzeńczyce",0,0,0.00000
"zażądać",0,0,0.00000
"waza",0,0,0.00000
"wałowy",0,0,0.00000
"nasilić",0,0,0.00000
"nastawiać",0,0,0.00000
"wbc",0,0,0.00000
"wbc.poznan.pl",0,0,0.00000
"wbp.poznan.pl",0,0,0.00000
"wbudować",0,0,0.00000
"nastolatka",0,0,0.00000
"hiwotworcza-i-perspektywy-wsparcia",0,0,0.00000
"hiv",0,0,0.00000
"wcielać",0,0,0.00000
"wcielić",0,0,0.00000
"następ",0,0,0.00000
"następca",0,0,0.00000
"wczesnonowożytny",0,0,0.00000
"wczoraj",0,0,0.00000
"wczorajszy",0,0,0.00000
"wdawać",0,0,0.00000
"wdać",0,0,0.00000
"wdowa",0,0,0.00000
"nasuwać",0,0,0.00000
"nasycać",0,0,0.00000
"nasycenie",0,0,0.00000
"wdzięk",0,0,0.00000
"we",0,0,0.00000
"webarchive",0,0,0.00000
"naszejtożsamości",0,0,0.00000
"naszkicować",0,0,0.00000
"natalia",0,0,0.00000
"webinarów",0,0,0.00000
"natamże",0,0,0.00000
"natarczywość",0,0,0.00000
"national",0,0,0.00000
"wehikuł",0,0,0.00000
"weidengasse",0,0,0.00000
"weiss",0,0,0.00000
"natrafiać",0,0,0.00000
"welfe",0,0,0.00000
"well",0,0,0.00000
"natrwale@cas.org.pl",0,0,0.00000
"welland37",0,0,0.00000
"naturalistyczny",0,0,0.00000
"wentylacja",0,0,0.00000
"naturalność",0,0,0.00000
"werblan",0,0,0.00000
"werblan3",0,0,0.00000
"werblana44",0,0,0.00000
"wernisa",0,0,0.00000
"natężenie",0,0,0.00000
"wertować",0,0,0.00000
"weryfikacja",0,0,0.00000
"weryfikacja18",0,0,0.00000
"nauczać",0,0,0.00000
"weryfikowałam",0,0,0.00000
"weselny",0,0,0.00000
"nauczycielski",0,0,0.00000
"weszliśmy",0,0,0.00000
"weterynarz",0,0,0.00000
"hjoćgdqlhpdwhuldâyz",0,0,0.00000
"wewnątrzpartyjny",0,0,0.00000
"wezwanie",0,0,0.00000
"wezwać",0,0,0.00000
"weź",0,0,0.00000
"naukowczyń",0,0,0.00000
"naukowe",0,0,0.00000
"naukowe30",0,0,0.00000
"naukowego13",0,0,0.00000
"naukowego69",0,0,0.00000
"who",0,0,0.00000
"naukowo",0,0,0.00000
"wi",0,0,0.00000
"naukowo-badawcza",0,0,0.00000
"wiadomosci",0,0,0.00000
"naukowo-badawczej",0,0,0.00000
"naukowo-dydaktyczne",0,0,0.00000
"naukowo-kulturalnego",0,0,0.00000
"wiarygodny",0,0,0.00000
"naukowo-technicznych",0,0,0.00000
"naukowo-wydawnicza",0,0,0.00000
"naukowość",0,0,0.00000
"wiceprezes",0,0,0.00000
"wiceprzewodniczący",0,0,0.00000
"naukowych22",0,0,0.00000
"navegador",0,0,0.00000
"wideofonowe",0,0,0.00000
"widnieć",0,0,0.00000
"hjrprīhvâxī",0,0,0.00000
"desymbolizacja",0,0,0.00000
"destrukcja",0,0,0.00000
"widokowy",0,0,0.00000
"widowisko",0,0,0.00000
"widzi-mi-się",0,0,0.00000
"nawigacja",0,0,0.00000
"widziałeś",0,0,0.00000
"widzieliśmy",0,0,0.00000
"nawiązaliśmy",0,0,0.00000
"nawiązane",0,0,0.00000
"nawiązanie",0,0,0.00000
"wiecznie",0,0,0.00000
"wieczorkiewicz",0,0,0.00000
"nawiązałem",0,0,0.00000
"hjrsrovnlhjr6wrzdu",0,0,0.00000
"nawoływać",0,0,0.00000
"nawrocka",0,0,0.00000
"wiekowy",0,0,0.00000
"wielbiciel",0,0,0.00000
"wieleń",0,0,0.00000
"wielgomłynów33",0,0,0.00000
"hjrsrvwċsrzdqldxnlhuxqnrzdqhjrqdjurpdg",0,0,0.00000
"deszcz",0,0,0.00000
"wielkopolsce",0,0,0.00000
"wielkopolska",0,0,0.00000
"wielobarwny",0,0,0.00000
"wieloelementowy",0,0,0.00000
"wielogłos",0,0,0.00000
"wielokodowość",0,0,0.00000
"nazwałam",0,0,0.00000
"wielokulturowe27",0,0,0.00000
"wielokulturowość",0,0,0.00000
"wielopłaszczyznowy",0,0,0.00000
"hl",0,0,0.00000
"wielotomowy",0,0,0.00000
"wielowątkowość",0,0,0.00000
"hlebionek",0,0,0.00000
"deszczowy",0,0,0.00000
"bodajże",0,0,0.00000
"arcybiskup",0,0,0.00000
"wieluń",0,0,0.00000
"nań",0,0,0.00000
"naśladować",0,0,0.00000
"naśladowca",0,0,0.00000
"nbp",0,0,0.00000
"wieruszowskiego29",0,0,0.00000
"nca",0,0,0.00000
"wierzący",0,0,0.00000
"wietrzyć",0,0,0.00000
"ndap",0,0,0.00000
"ndap58",0,0,0.00000
"wigilia",0,0,0.00000
"ndod",0,0,0.00000
"ndplrvr",0,0,0.00000
"ndqldz3rgnrzlh",0,0,0.00000
"ndrevhuzdfml",0,0,0.00000
"nduwd",0,0,0.00000
"nduwrwhnllqirupdf",0,0,0.00000
"nduwrwhnlnu",0,0,0.00000
"wileński",0,0,0.00000
"nduwrwhnluhodwrud",0,0,0.00000
"ndz",0,0,0.00000
"ndzlhonrirupdwrzd",0,0,0.00000
"wilk-woś",0,0,0.00000
"necessary",0,0,0.00000
"need",0,0,0.00000
"wilura",0,0,0.00000
"win-owcom",0,0,0.00000
"win-owskich",0,0,0.00000
"win28",0,0,0.00000
"win5",0,0,0.00000
"winamp",0,0,0.00000
"winda",0,0,0.00000
"winieta",0,0,0.00000
"wino",0,0,0.00000
"winowajca",0,0,0.00000
"negocjować",0,0,0.00000
"negocjowałam",0,0,0.00000
"wioletta",0,0,0.00000
"wiosenny",0,0,0.00000
"wioślarski",0,0,0.00000
"wir",0,0,0.00000
"wirtualnemuzeum.lechpoznan.pl",0,0,0.00000
"wirtz",0,0,0.00000
"nekropolia",0,0,0.00000
"neografia",0,0,0.00000
"wisznia",0,0,0.00000
"nessel-łukasik",0,0,0.00000
"nestor",0,0,0.00000
"wisłostrada",0,0,0.00000
"nettg.pl",0,0,0.00000
"netto",0,0,0.00000
"witold",0,0,0.00000
"witrażysta",0,0,0.00000
"networks",0,0,0.00000
"wizerunkowo",0,0,0.00000
"wizna",0,0,0.00000
"neurorozwojowymi",0,0,0.00000
"neurosemiotyki",0,0,0.00000
"zbiory64",0,0,0.00000
"new",0,0,0.00000
"wizytowaliśmy",0,0,0.00000
"newralgiczny",0,0,0.00000
"wiązałoby",0,0,0.00000
"wiązały",0,0,0.00000
"więch",0,0,0.00000
"ney-krwawicz",0,0,0.00000
"ng",0,0,0.00000
"więzienny",0,0,0.00000
"więzić",0,0,0.00000
"ngo-sów",0,0,0.00000
"ngo.pl",0,0,0.00000
"wiśniewska-drewniak",0,0,0.00000
"wiśniewską16",0,0,0.00000
"wiśniowa",0,0,0.00000
"wiśniowian",0,0,0.00000
"wiśniowski",0,0,0.00000
"wiżajny",0,0,0.00000
"wjdt4qfghymag",0,0,0.00000
"hlqdm9",0,0,0.00000
"hlghqjdvvh",0,0,0.00000
"wklejać",0,0,0.00000
"wkradać",0,0,0.00000
"wkroczyć",0,0,0.00000
"nieaktowej",0,0,0.00000
"wliczać",0,0,0.00000
"wnikliwy",0,0,0.00000
"wniknąć",0,0,0.00000
"niebagatelny",0,0,0.00000
"wniść",0,0,0.00000
"wnosić",0,0,0.00000
"wnuczka",0,0,0.00000
"wnętrze",0,0,0.00000
"hm",0,0,0.00000
"wodarczyk",0,0,0.00000
"wodce",0,0,0.00000
"niecałkowicie",0,0,0.00000
"niecały",0,0,0.00000
"wojciecha",0,0,0.00000
"niechrześcijański",0,0,0.00000
"niechęć",0,0,0.00000
"wojewodztwie",0,0,0.00000
"nieciągły",0,0,0.00000
"wojkowicki",0,0,0.00000
"wojnarowska",0,0,0.00000
"wojnicka",0,0,0.00000
"nieczynny",0,0,0.00000
"wojskowy",0,0,0.00000
"nieczęsty",0,0,0.00000
"wojtas",0,0,0.00000
"niedaleko",0,0,0.00000
"hmd",0,0,0.00000
"detaliczny",0,0,0.00000
"body",0,0,0.00000
"wokol_krosna",0,0,0.00000
"wolanik",0,0,0.00000
"niedbalski",0,0,0.00000
"wolfgang",0,0,0.00000
"niedochodowość",0,0,0.00000
"wolnorynkowy",0,0,0.00000
"niedogodność",0,0,0.00000
"niedomówienie",0,0,0.00000
"wolontariat.org.pl",0,0,0.00000
"wolontaryjnie",0,0,0.00000
"niedostatecznie",0,0,0.00000
"niedostateczny",0,0,0.00000
"wolumin",0,0,0.00000
"women",0,0,0.00000
"wordfence",0,0,0.00000
"niedowidzieć",0,0,0.00000
"worker",0,0,0.00000
"niedołężny",0,0,0.00000
"woroniecka",0,0,0.00000
"wozniczka",0,0,0.00000
"wołodymyrze",0,0,0.00000
"wołodźko",0,0,0.00000
"wołoski",0,0,0.00000
"niedługi",0,0,0.00000
"niedźwiedź",0,0,0.00000
"wp",0,0,0.00000
"nieekspercki",0,0,0.00000
"wpatrywać",0,0,0.00000
"nieewidencjonowany",0,0,0.00000
"nieformalnie",0,0,0.00000
"wpisywałam",0,0,0.00000
"niefortunny",0,0,0.00000
"niegdysiejszy",0,0,0.00000
"wprowadziłam",0,0,0.00000
"niego31",0,0,0.00000
"niegowa",0,0,0.00000
"niegęsi",0,0,0.00000
"nieheteronormatynych",0,0,0.00000
"nieheteronormatywne",0,0,0.00000
"nieheteronormatywnej",0,0,0.00000
"nieheteronormatywności",0,0,0.00000
"nieheteronormatywność",0,0,0.00000
"nieheteronormatywnych",0,0,0.00000
"wrjudirzdqldqhjdw",0,0,0.00000
"wrn",0,0,0.00000
"odnośnie",0,0,0.00000
"niehistorie",0,0,0.00000
"wrość",0,0,0.00000
"nieidentyczny",0,0,0.00000
"wrzeszczaka",0,0,0.00000
"nieinwazyjny",0,0,0.00000
"wrzucać",0,0,0.00000
"wrzuciłam",0,0,0.00000
"niejasność",0,0,0.00000
"wróg",0,0,0.00000
"wróżny",0,0,0.00000
"niejawny",0,0,0.00000
"ws",0,0,0.00000
"wschodnie",0,0,0.00000
"wschodnioeuropejski",0,0,0.00000
"wsewołod",0,0,0.00000
"wskazany",0,0,0.00000
"niejednoznaczny",0,0,0.00000
"hmsloqrğfll",0,0,0.00000
"hmpxmhvlċru",0,0,0.00000
"niekomercyjne-na",0,0,0.00000
"niekomercyjnie",0,0,0.00000
"niekomercyjny",0,0,0.00000
"niekompletny",0,0,0.00000
"hmwr",0,0,0.00000
"niekonsekwencja",0,0,0.00000
"wspomnieliśmy",0,0,0.00000
"niekonwencjonalny",0,0,0.00000
"niekorzystnie",0,0,0.00000
"wspomóc",0,0,0.00000
"hmğflh",0,0,0.00000
"detektyw",0,0,0.00000
"detektor",0,0,0.00000
"arcyciekawy",0,0,0.00000
"analytics",0,0,0.00000
"niekwantyfikowalność",0,0,0.00000
"nielegalnie",0,0,0.00000
"nielegałkach",0,0,0.00000
"współ",0,0,0.00000
"współarchiwistami",0,0,0.00000
"współautorka",0,0,0.00000
"nieludzki",0,0,0.00000
"współczensym",0,0,0.00000
"niema",0,0,0.00000
"współcześnie",0,0,0.00000
"niemalże",0,0,0.00000
"współmałżonek",0,0,0.00000
"niemało",0,0,0.00000
"współorganizować",0,0,0.00000
"niemcewicz",0,0,0.00000
"współpracowałam",0,0,0.00000
"niemcz",0,0,0.00000
"współrealizator",0,0,0.00000
"współrealizować",0,0,0.00000
"współredaktor",0,0,0.00000
"współtwórca",0,0,0.00000
"współuczestnictwo",0,0,0.00000
"współudział",0,0,0.00000
"współwystępować",0,0,0.00000
"współzałożycielka",0,0,0.00000
"współżycie",0,0,0.00000
"wstawić",0,0,0.00000
"wstrzemięźliwość",0,0,0.00000
"wstrząsający",0,0,0.00000
"wstydzić",0,0,0.00000
"nienaukowo",0,0,0.00000
"nienaukowość",0,0,0.00000
"nienawiść",0,0,0.00000
"nieneutralny",0,0,0.00000
"wszczynać",0,0,0.00000
"wszechmoc",0,0,0.00000
"nieobecna",0,0,0.00000
"nieobecność",0,0,0.00000
"wszewład",0,0,0.00000
"nieoczekiwanie",0,0,0.00000
"nieoczywista",0,0,0.00000
"wtajemniczony",0,0,0.00000
"wtopić",0,0,0.00000
"wtorek",0,0,0.00000
"wtrącenie",0,0,0.00000
"wtyczka",0,0,0.00000
"wtórnik",0,0,0.00000
"wudg",0,0,0.00000
"wudqvnu",0,0,0.00000
"wulgarny",0,0,0.00000
"nieodzowny",0,0,0.00000
"www.1944.pl/archiwum-historii-mowionej/wojciech-bialowas,3193.html",0,0,0.00000
"www.1944.pl/galerie/",0,0,0.00000
"www.archiwa.org",0,0,0.00000
"www.archiwa.org/catl,",0,0,0.00000
"www.archiwumbronowickie.pl",0,0,0.00000
"www.archiwumlebork.pl",0,0,0.00000
"www.biblioteka.domeyki.archiwa.org",0,0,0.00000
"www.cozadzien.pl",0,0,0.00000
"nieomal",0,0,0.00000
"nieopatrznie",0,0,0.00000
"www.faf.org.pl/strona/sprawozdania/01_sprawozdanie_merytoryczne_2009.pdf",0,0,0.00000
"www.forum.archiwa.org",0,0,0.00000
"www.home.umk.pl/~akz/akz_03_konstankiewicz_marek_prawne_regulacje_dzialalnosci_archiwalnej_w_polsce_stan_prawny_z_dnia_1_stycznia_2010_r.pdf",0,0,0.00000
"www.iias-trieste-maribor.eu/fileadmin/atti/2014/gilliland.pdf",0,0,0.00000
"www.krakow.naszemiasto.pl",0,0,0.00000
"www.krs-online.com.pl/zrzeszenie-wolnosc-i-niezawislosc-krs-93425.html",0,0,0.00000
"www.miastograf.pl",0,0,0.00000
"www.miastograf.pl/static/miastograf%20-%20podrecznik%20historie_",0,0,0.00000
"www.nac.gov.pl",0,0,0.00000
"niepań23",0,0,0.00000
"niepańartykuły",0,0,0.00000
"niepaństwowość",0,0,0.00000
"www.stronaokulturze.pl",0,0,0.00000
"niepaństwowych3",0,0,0.00000
"www.umcs.lublin.pl/articles.php?aid=3213&mid=115&mref=14780_14789",0,0,0.00000
"niepewny",0,0,0.00000
"www.zawacka.pl",0,0,0.00000
"niepełnosprawny",0,0,0.00000
"niepełny",0,0,0.00000
"niepisany",0,0,0.00000
"niepiśmienny",0,0,0.00000
"niepli",0,0,0.00000
"niepodległa",0,0,0.00000
"niepodległościowy",0,0,0.00000
"wybiórczość",0,0,0.00000
"niepodległy",0,0,0.00000
"niepodległą",0,0,0.00000
"niepodważalny",0,0,0.00000
"niepogoda",0,0,0.00000
"niepokalana",0,0,0.00000
"niepokalany",0,0,0.00000
"niepokoić",0,0,0.00000
"wybrzmiewać",0,0,0.00000
"wyburzone",0,0,0.00000
"zbywać",0,0,0.00000
"nieporozumienie",0,0,0.00000
"wychodząca",0,0,0.00000
"wychodźstwo",0,0,0.00000
"wychowanek",0,0,0.00000
"wychowanka",0,0,0.00000
"wychowawczy",0,0,0.00000
"niepotrzebny",0,0,0.00000
"wychwytywać",0,0,0.00000
"wycieczkowy",0,0,0.00000
"wycinanka",0,0,0.00000
"wycinka",0,0,0.00000
"wyciosać",0,0,0.00000
"wyciszać",0,0,0.00000
"nieprawdziwy",0,0,0.00000
"wyciągnięcie",0,0,0.00000
"wyciągnąłem",0,0,0.00000
"nieproduktywny",0,0,0.00000
"nieprofesjonalnie",0,0,0.00000
"nieprofesjonalny",0,0,0.00000
"wyczerpany",0,0,0.00000
"wyczerpujący",0,0,0.00000
"nieprzeciętny",0,0,0.00000
"nieprzejednany",0,0,0.00000
"wyczytywać",0,0,0.00000
"nieprzekonujący",0,0,0.00000
"nieprzekraczalny",0,0,0.00000
"hnd",0,0,0.00000
"hn2",0,0,0.00000
"wydarzenia97",0,0,0.00000
"nieprzestrzeganie",0,0,0.00000
"nieprzezroczysty",0,0,0.00000
"zdaje30",0,0,0.00000
"wydawnictwo@umk.pl",0,0,0.00000
"niepubliczny",0,0,0.00000
"nieracjonalny",0,0,0.00000
"hnrqdq",0,0,0.00000
"hnnhu",0,0,0.00000
"determinant",0,0,0.00000
"wydziedziczyć",0,0,0.00000
"nierozerwalnie",0,0,0.00000
"wydzielono",0,0,0.00000
"nierozsądny",0,0,0.00000
"nierozłączny",0,0,0.00000
"wyemigrować",0,0,0.00000
"nieruchomość",0,0,0.00000
"odpowiedzialności24",0,0,0.00000
"wygnać",0,0,0.00000
"wygoda",0,0,0.00000
"niesformalizowane84",0,0,0.00000
"wygrałyśmy",0,0,0.00000
"nieskategoryzowane",0,0,0.00000
"zdawczo-odbiorczy",0,0,0.00000
"hnrqdqldrzlċnv",0,0,0.00000
"wyimaginować",0,0,0.00000
"wyjałowieć",0,0,0.00000
"nieskuteczność",0,0,0.00000
"niespełna",0,0,0.00000
"wyjeżdżać",0,0,0.00000
"hobbysta",0,0,0.00000
"wyjątkowość",0,0,0.00000
"hobbystyczny",0,0,0.00000
"deutsch",0,0,0.00000
"deu",0,0,0.00000
"bogactwo",0,0,0.00000
"niestabilny",0,0,0.00000
"niestacjonarny",0,0,0.00000
"wykaz",0,0,0.00000
"niestałość",0,0,0.00000
"wyklarować",0,0,0.00000
"niestosowny",0,0,0.00000
"wykluczeń",0,0,0.00000
"nieszablonowy",0,0,0.00000
"nieszawski",0,0,0.00000
"nieszczery",0,0,0.00000
"wykonalny",0,0,0.00000
"wykonawczy",0,0,0.00000
"niesłychany",0,0,0.00000
"wykonywałam",0,0,0.00000
"wykop",0,0,0.00000
"nietrwały",0,0,0.00000
"wykorzystywane",0,0,0.00000
"wykorzystywania",0,0,0.00000
"wykosiłem",0,0,0.00000
"nieuchronny",0,0,0.00000
"nieuchwytny",0,0,0.00000
"wykres",0,0,0.00000
"nieudany",0,0,0.00000
"nieudolny",0,0,0.00000
"nieufność",0,0,0.00000
"nieufny",0,0,0.00000
"nieumyślny",0,0,0.00000
"nieuporządkowany98",0,0,0.00000
"nieurzędowy",0,0,0.00000
"wylegała",0,0,0.00000
"wyliczać",0,0,0.00000
"nieustanny",0,0,0.00000
"nieutylitarny",0,0,0.00000
"wymaganie",0,0,0.00000
"wymagałoby",0,0,0.00000
"niewiadoma",0,0,0.00000
"niewiadomia",0,0,0.00000
"niewidoczność",0,0,0.00000
"niewidoczny",0,0,0.00000
"niewidoma",0,0,0.00000
"niewidzenie",0,0,0.00000
"wynagradzać",0,0,0.00000
"niewiedza",0,0,0.00000
"wynająć",0,0,0.00000
"wynalazca",0,0,0.00000
"wynieść",0,0,0.00000
"niewola",0,0,0.00000
"niewolniczy",0,0,0.00000
"niewskazany",0,0,0.00000
"wyobcować",0,0,0.00000
"niewydarzony-mitterand",0,0,0.00000
"wyobrażać",0,0,0.00000
"niewykluczony",0,0,0.00000
"odremontować",0,0,0.00000
"wypad",0,0,0.00000
"hochmanem",0,0,0.00000
"hochman",0,0,0.00000
"wypadkowa",0,0,0.00000
"niewzruszenie",0,0,0.00000
"wypiek",0,0,0.00000
"niewątpliwy",0,0,0.00000
"niewęgłowski",0,0,0.00000
"niewładczy",0,0,0.00000
"wypoczynkowo-rekreacyjnym",0,0,0.00000
"wypowiedzieć",0,0,0.00000
"niezainteresowany",0,0,0.00000
"niezajęty",0,0,0.00000
"niezalezna",0,0,0.00000
