"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","###M475432996817978613###"
Item,Frequency,DOCF,Relative DOCF
"podniosłość",0,0,0.00000
"podnosić",0,0,0.00000
"podnóże",0,0,0.00000
"latającego",0,0,0.00000
"latającym",0,0,0.00000
"emocje10",0,0,0.00000
"podobno",0,0,0.00000
"latarnik",0,0,0.00000
"podolsk",0,0,0.00000
"podolska",0,0,0.00000
"podopieczny",0,0,0.00000
"podpalić",0,0,0.00000
"latawiec",0,0,0.00000
"emocje98",0,0,0.00000
"chronologiczno-rzeczowy",0,0,0.00000
"podpisać",0,0,0.00000
"podporucznik",0,0,0.00000
"podporządkowywać",0,0,0.00000
"podpowiadać",0,0,0.00000
"podpowiedzieć",0,0,0.00000
"latać",0,0,0.00000
"podpunkt",0,0,0.00000
"podpułkownik",0,0,0.00000
"podpytać",0,0,0.00000
"lateksowy",0,0,0.00000
"emocjonalnie",0,0,0.00000
"podrozdział",0,0,0.00000
"podrzędny",0,0,0.00000
"podróż",0,0,0.00000
"podróża",0,0,0.00000
"podróżniczy",0,0,0.00000
"podróżnik",0,0,0.00000
"podróżny",0,0,0.00000
"podróżować",0,0,0.00000
"podręczna",0,0,0.00000
"podręcznikowy",0,0,0.00000
"podręczny",0,0,0.00000
"podsekretarz",0,0,0.00000
"podseria",0,0,0.00000
"podserie",0,0,0.00000
"podserii",0,0,0.00000
"podst.",0,0,0.00000
"latimer",0,0,0.00000
"latko",0,0,0.00000
"emocjonalny",0,0,0.00000
"chronologiczny",0,0,0.00000
"bank",0,0,0.00000
"podsumowaliśmy",0,0,0.00000
"podsumować",0,0,0.00000
"podsunąć",0,0,0.00000
"podsuwać",0,0,0.00000
"podsyłać",0,0,0.00000
"podszyt",0,0,0.00000
"podtoruńskich",0,0,0.00000
"podtrzymać",0,0,0.00000
"podtrzymywać",0,0,0.00000
"podtytuł",0,0,0.00000
"latków",0,0,0.00000
"podwalina",0,0,0.00000
"podwarszawski",0,0,0.00000
"lato",0,0,0.00000
"emotywny",0,0,0.00000
"podwykonawca",0,0,0.00000
"podwyższać",0,0,0.00000
"podwójny",0,0,0.00000
"podwórek",0,0,0.00000
"podwórko",0,0,0.00000
"podyktować",0,0,0.00000
"podyplomowy",0,0,0.00000
"podyskutować",0,0,0.00000
"podziać",0,0,0.00000
"podział",0,0,0.00000
"podziel",0,0,0.00000
"podzielać",0,0,0.00000
"podzielałam",0,0,0.00000
"latoń",0,0,0.00000
"lau",0,0,0.00000
"empatia",0,0,0.00000
"chrystus",0,0,0.00000
"podziemny",0,0,0.00000
"podziwiać",0,0,0.00000
"podzięka",0,0,0.00000
"podziękowanie",0,0,0.00000
"podziękować",0,0,0.00000
"podążać",0,0,0.00000
"podążyć",0,0,0.00000
"podłoga",0,0,0.00000
"podłogowy",0,0,0.00000
"podłoże",0,0,0.00000
"podłożyć",0,0,0.00000
"podłączyć",0,0,0.00000
"poeta",0,0,0.00000
"poetka",0,0,0.00000
"poetycki",0,0,0.00000
"poetyka",0,0,0.00000
"pofantazjować",0,0,0.00000
"safari",0,0,0.00000
"pogadać",0,0,0.00000
"laurka",0,0,0.00000
"laureat",0,0,0.00000
"pogląd",0,0,0.00000
"pogoda",0,0,0.00000
"law",0,0,0.00000
"lawa",0,0,0.00000
"empiria",0,0,0.00000
"empatyczny",0,0,0.00000
"bankowy",0,0,0.00000
"archeion",0,0,0.00000
"albumy",0,0,0.00000
"pogotowie",0,0,0.00000
"pogoń",0,0,0.00000
"pogranicze",0,0,0.00000
"pogranicze-sztuk",0,0,0.00000
"pograć",0,0,0.00000
"pogrodzia",0,0,0.00000
"pogrom",0,0,0.00000
"pogrubić",0,0,0.00000
"pogrupować",0,0,0.00000
"pogrzeb",0,0,0.00000
"pogrzebać",0,0,0.00000
"pogrzebowy",0,0,0.00000
"pogrążać",0,0,0.00000
"pogłębiony",0,0,0.00000
"pogłębić",0,0,0.00000
"pohl",0,0,0.00000
"pojakimś",0,0,0.00000
"lawet",0,0,0.00000
"lawinowo",0,0,0.00000
"empiryczny",0,0,0.00000
"pojawiłem",0,0,0.00000
"pojazd",0,0,0.00000
"pojechaliśmy",0,0,0.00000
"pojechać",0,0,0.00000
"pojednanie",0,0,0.00000
"lawinowy",0,0,0.00000
"lazar",0,0,0.00000
"empirycznych2",0,0,0.00000
"chrzanowski",0,0,0.00000
"pojemnik",0,0,0.00000
"pojemność",0,0,0.00000
"pojemny",0,0,0.00000
"pojeździć",0,0,0.00000
"lazaret",0,0,0.00000
"lb",0,0,0.00000
"emulsja",0,0,0.00000
"pokaz",0,0,0.00000
"pokazaliśmy",0,0,0.00000
"pokazić",0,0,0.00000
"ldohqdwhpdwdqdol",0,0,0.00000
"ldq",0,0,0.00000
"en",0,0,0.00000
"chrzanów",0,0,0.00000
"banku6",0,0,0.00000
"pokazywałoby",0,0,0.00000
"pokaźny",0,0,0.00000
"pokierować",0,0,0.00000
"poklatkowy",0,0,0.00000
"poko",0,0,0.00000
"pokoik",0,0,0.00000
"pokojowo",0,0,0.00000
"pokojowy",0,0,0.00000
"pokolenia",0,0,0.00000
"pokolorować",0,0,0.00000
"pokonferencyjne",0,0,0.00000
"pokonferencyjnymi",0,0,0.00000
"pokonferencyjną",0,0,0.00000
"pokontrolny",0,0,0.00000
"pokrewieństwo",0,0,0.00000
"pokrewny",0,0,0.00000
"pokruszyć",0,0,0.00000
"samochód",0,0,0.00000
"pokrywa",0,0,0.00000
"ldq0ldvwrjudiso3odf",0,0,0.00000
"ldq0ldvwrjudiso",0,0,0.00000
"pokrywałby",0,0,0.00000
"pokryć",0,0,0.00000
"pokrzywdzić",0,0,0.00000
"pokrzywdzony",0,0,0.00000
"pokrój",0,0,0.00000
"pokrótce",0,0,0.00000
"pokuta",0,0,0.00000
"pokój",0,0,0.00000
"pokład",0,0,0.00000
"pokładać",0,0,0.00000
"pokładałam",0,0,0.00000
"pokładowy",0,0,0.00000
"pokłosie",0,0,0.00000
"pokłócić",0,0,0.00000
"pol",0,0,0.00000
"pol.",0,0,0.00000
"pola",0,0,0.00000
"lduvnd3rgnrzd",0,0,0.00000
"poland",0,0,0.00000
"polanka",0,0,0.00000
"polaryzacja",0,0,0.00000
"polaszek",0,0,0.00000
"ldádqldwdnlhzslvdá",0,0,0.00000
"encyclopedia",0,0,0.00000
"en-gb",0,0,0.00000
"polec",0,0,0.00000
"polecane",0,0,0.00000
"polecać",0,0,0.00000
"polecenie",0,0,0.00000
"polecić",0,0,0.00000
"ldâ",0,0,0.00000
"poległy",0,0,0.00000
"polek",0,0,0.00000
"polek-żołnierzy",0,0,0.00000
"polemika",0,0,0.00000
"polenaktion",0,0,0.00000
"polenaktion1",0,0,0.00000
"polepszać",0,0,0.00000
"ldâ9",0,0,0.00000
"encyklopedia",0,0,0.00000
"polesie",0,0,0.00000
"poleski",0,0,0.00000
"policja",0,0,0.00000
"policyjno-wojskowym",0,0,0.00000
"poliester",0,0,0.00000
"poliestrowy",0,0,0.00000
"poligrafia",0,0,0.00000
"polin",0,0,0.00000
"polish",0,0,0.00000
"polish-lithuanian",0,0,0.00000
"politechnika",0,0,0.00000
"politics",0,0,0.00000
"politolog",0,0,0.00000
"ldâdf",0,0,0.00000
"politolożka",0,0,0.00000
"politycznie",0,0,0.00000
"polityczno-gospodarczo-społeczny",0,0,0.00000
"polityczno-kulturalnej",0,0,0.00000
"polityczno-kulturowych",0,0,0.00000
"polityczno-literacki",0,0,0.00000
"polityczno-literackim",0,0,0.00000
"polityczno-ustrojowych",0,0,0.00000
"ldâdoqrğfl",0,0,0.00000
"encyklopedyczność",0,0,0.00000
"chrzest",0,0,0.00000
"chrzciciel",0,0,0.00000
"archeolog",0,0,0.00000
"polityczny25",0,0,0.00000
"politycznych4",0,0,0.00000
"polityk",0,0,0.00000
"politykach",0,0,0.00000
"poliż",0,0,0.00000
"polki-żołnierze",0,0,0.00000
"polny",0,0,0.00000
"polo",0,0,0.00000
"pologne",0,0,0.00000
"polona",0,0,0.00000
"polona.pl",0,0,0.00000
"polonaise",0,0,0.00000
"polonia",0,0,0.00000
"polonica",0,0,0.00000
"polonijny",0,0,0.00000
"polonika",0,0,0.00000
"polonistyczny",0,0,0.00000
"polovině",0,0,0.00000
"polowy",0,0,0.00000
"samopomoc",0,0,0.00000
"ldâdoqrğýsxeolf",0,0,0.00000
"ldâdoqrğfl7rzdu",0,0,0.00000
"polsce26",0,0,0.00000
"ldâdoqrğýz",0,0,0.00000
"polsce46",0,0,0.00000
"ldâdqdsrf",0,0,0.00000
"endowment",0,0,0.00000
"encyklopedyczny",0,0,0.00000
"polsce83",0,0,0.00000
"polska-rosja",0,0,0.00000
"polskiego11",0,0,0.00000
"ldâdqld",0,0,0.00000
"polsko-amerykańskimi",0,0,0.00000
"polsko-angielską",0,0,0.00000
"polsko-białoruskie",0,0,0.00000
"ldâdqldsrghmprzdqhsu",0,0,0.00000
"energetyczny",0,0,0.00000
"polsko-izraelskie",0,0,0.00000
"polsko-litewskiego",0,0,0.00000
"polsko-niemieckich",0,0,0.00000
"polsko-niemieckie",0,0,0.00000
"polsko-niemieckiej",0,0,0.00000
"polsko-radzieckim",0,0,0.00000
"polsko-sowieckich",0,0,0.00000
"polsko-ukraińska",0,0,0.00000
"polsko-ukraiński",0,0,0.00000
"polsko-ukraińskich",0,0,0.00000
"ldâx",0,0,0.00000
"polsko-ukraińskiego",0,0,0.00000
"polsko-ukraińskiej",0,0,0.00000
"polsko-ukraińskim",0,0,0.00000
"polsko-ukraińskimi",0,0,0.00000
"polsko-ukraińsko-białoruska",0,0,0.00000
"ldâćxplhv",0,0,0.00000
"energetyk",0,0,0.00000
"chrześcijański",0,0,0.00000
"chrzestny",0,0,0.00000
"polsko-żydowskiego",0,0,0.00000
"polsko-żydowską",0,0,0.00000
"polskoi",0,0,0.00000
"polskojęzyczny",0,0,0.00000
"polskość",0,0,0.00000
"polub",0,0,0.00000
"polubień",0,0,0.00000
"pom",0,0,0.00000
"pomagam.pl",0,0,0.00000
"pomalować",0,0,0.00000
"samoświadectwa",0,0,0.00000
"pomarańczowy",0,0,0.00000
"lea",0,0,0.00000
"le",0,0,0.00000
"pomiar",0,0,0.00000
"pomieszczenie",0,0,0.00000
"least",0,0,0.00000
"pomijać",0,0,0.00000
"lech",0,0,0.00000
"energochłonny",0,0,0.00000
"chrząknięcie",0,0,0.00000
"pominąć",0,0,0.00000
"pomiędzy",0,0,0.00000
"pomniejszyć",0,0,0.00000
"pomnik",0,0,0.00000
"pomnikowy",0,0,0.00000
"pomoce",0,0,0.00000
"pomocne",0,0,0.00000
"pomocniczy",0,0,0.00000
"lecha",0,0,0.00000
"sane",0,0,0.00000
"engagement",0,0,0.00000
"pomocowy",0,0,0.00000
"pomordowany",0,0,0.00000
"pomorska",0,0,0.00000
"pomorski",0,0,0.00000
"pomorza12",0,0,0.00000
"pomorzanin",0,0,0.00000
"pomorze",0,0,0.00000
"pomost",0,0,0.00000
"pomoże",0,0,0.00000
"pompować",0,0,0.00000
"pomysłodawca",0,0,0.00000
"leczne.pl",0,0,0.00000
"pomyślałam",0,0,0.00000
"pomyślałem",0,0,0.00000
"pomyśleć",0,0,0.00000
"pomyślność",0,0,0.00000
"leczyć",0,0,0.00000
"engaging",0,0,0.00000
"chrząknąć",0,0,0.00000
"baran",0,0,0.00000
"bar",0,0,0.00000
"alchemiczny",0,0,0.00000
"afgański",0,0,0.00000
"pomógłby",0,0,0.00000
"pomówienie",0,0,0.00000
"pon.",0,0,0.00000
"ponaddwudziestopięcioletniej",0,0,0.00000
"ponadlokalnego67",0,0,0.00000
"ponadlokalnie",0,0,0.00000
"ponadnarodowy",0,0,0.00000
"ponadpodstawowy",0,0,0.00000
"ponawiać",0,0,0.00000
"ponent",0,0,0.00000
"poniat",0,0,0.00000
"poniatowa",0,0,0.00000
"poniatowski",0,0,0.00000
"poniedziałek",0,0,0.00000
"poniekąd",0,0,0.00000
"ponieść",0,0,0.00000
"poniżej",0,0,0.00000
"poniższy",0,0,0.00000
"ponosić",0,0,0.00000
"ponownie",0,0,0.00000
"ponowoczesny",0,0,0.00000
"sanki",0,0,0.00000
"pontyfikat",0,0,0.00000
"ponumerować",0,0,0.00000
"pookupacyjny",0,0,0.00000
"pop",0,0,0.00000
"popadać",0,0,0.00000
"leda",0,0,0.00000
"led",0,0,0.00000
"popaździernikowy",0,0,0.00000
"popełniać",0,0,0.00000
"ledwo",0,0,0.00000
"popiela",0,0,0.00000
"popielów",0,0,0.00000
"popierać",0,0,0.00000
"popiełuszko",0,0,0.00000
"popiotrkowskiej.pl",0,0,0.00000
"popiołek",0,0,0.00000
"popiół",0,0,0.00000
"leeli",0,0,0.00000
"englisz",0,0,0.00000
"english",0,0,0.00000
"popostwo",0,0,0.00000
"popowski",0,0,0.00000
"popowstańczy",0,0,0.00000
"popołudniowy",0,0,0.00000
"popper",0,0,0.00000
"popracować",0,0,0.00000
"poprawiać",0,0,0.00000
"poprawić",0,0,0.00000
"poprawka",0,0,0.00000
"poprawnie",0,0,0.00000
"poprawność",0,0,0.00000
"poprawny",0,0,0.00000
"poprosić",0,0,0.00000
"legalizacja",0,0,0.00000
"poprośmy",0,0,0.00000
"poprzecinać",0,0,0.00000
"poprzeczka",0,0,0.00000
"poprzedni",0,0,0.00000
"poprzednik",0,0,0.00000
"poprzednio",0,0,0.00000
"poprzedzać",0,0,0.00000
"poprzedzić",0,0,0.00000
"poprzek",0,0,0.00000
"legalizować",0,0,0.00000
"enigmatycznie",0,0,0.00000
"legalnie",0,0,0.00000
"legalnośc",0,0,0.00000
"enklawa",0,0,0.00000
"chrząszczowa",0,0,0.00000
"chrząstka",0,0,0.00000
"populacja",0,0,0.00000
"popularno-naukowe",0,0,0.00000
"legalny",0,0,0.00000
"popularyzacja",0,0,0.00000
"popularyzacyjny",0,0,0.00000
"popularyzatorka",0,0,0.00000
"popularyzatorski",0,0,0.00000
"legenda",0,0,0.00000
"enterprises",0,0,0.00000
"popyt",0,0,0.00000
"popytać",0,0,0.00000
"legion",0,0,0.00000
"por.",0,0,0.00000
"legislacyjny",0,0,0.00000
"entities",0,0,0.00000
"chrząszczowej",0,0,0.00000
"porada",0,0,0.00000
"poradnik",0,0,0.00000
"poradzić",0,0,0.00000
"poranek",0,0,0.00000
"poraziński",0,0,0.00000
"porażka",0,0,0.00000
"porcelana",0,0,0.00000
"porcja",0,0,0.00000
"porezerowować",0,0,0.00000
"pornograficzny",0,0,0.00000
"porozmawiać",0,0,0.00000
"porozumienie",0,0,0.00000
"porozumieć",0,0,0.00000
"port",0,0,0.00000
"porta",0,0,0.00000
"portelli",0,0,0.00000
"portowy",0,0,0.00000
"portrecista",0,0,0.00000
"portret",0,0,0.00000
"portretować",0,0,0.00000
"portretowy",0,0,0.00000
"poruszane2",0,0,0.00000
"poruszać",0,0,0.00000
"poruszenie",0,0,0.00000
"poruszyć",0,0,0.00000
"porwaliśmy",0,0,0.00000
"porwać",0,0,0.00000
"porysować",0,0,0.00000
"porywać",0,0,0.00000
"porzucić",0,0,0.00000
"porządanego",0,0,0.00000
"porządek",0,0,0.00000
"porządkowa",0,0,0.00000
"porządkowanie",0,0,0.00000
"porządkowaniem",0,0,0.00000
"legislation",0,0,0.00000
"porządkowy",0,0,0.00000
"poród",0,0,0.00000
"porównaj",0,0,0.00000
"porównanie",0,0,0.00000
"porównawczy",0,0,0.00000
"porównać",0,0,0.00000
"porównywalny",0,0,0.00000
"porównywarka",0,0,0.00000
"porównywać",0,0,0.00000
"porównywałem",0,0,0.00000
"posada",0,0,0.00000
"posag",0,0,0.00000
"poselstwo",0,0,0.00000
"posesja",0,0,0.00000
"legitymacja",0,0,0.00000
"entités",0,0,0.00000
"posiadacz",0,0,0.00000
"posiadanie",0,0,0.00000
"posiadałoby",0,0,0.00000
"posiedzenie",0,0,0.00000
"position",0,0,0.00000
"posiłek",0,0,0.00000
"posiłki",0,0,0.00000
"legitymacyjny",0,0,0.00000
"posiłkowałam",0,0,0.00000
"posk",0,0,0.00000
"poskutkować",0,0,0.00000
"posluchaj-relacji",0,0,0.00000
"posnania",0,0,0.00000
"legitymizacja",0,0,0.00000
"entropia",0,0,0.00000
"chrząszczowy",0,0,0.00000
"barański",0,0,0.00000
"baranowski",0,0,0.00000
"posortować",0,0,0.00000
"pospieszny",0,0,0.00000
"pospolity",0,0,0.00000
"pospolitą",0,0,0.00000
"pospołu",0,0,0.00000
"possibilities",0,0,0.00000
"post",0,0,0.00000
"post-custodial",0,0,0.00000
"postanowiłam",0,0,0.00000
"postanowiłem",0,0,0.00000
"postanowiłyśmy",0,0,0.00000
"schaffa21",0,0,0.00000
"postarać",0,0,0.00000
"postawa",0,0,0.00000
"leikarka",0,0,0.00000
"legnica",0,0,0.00000
"postawiłam",0,0,0.00000
"postawiłem",0,0,0.00000
"postać",0,0,0.00000
"postcustodial",0,0,0.00000
"posteriorum",0,0,0.00000
"posters",0,0,0.00000
"postmodernistyczny",0,0,0.00000
"postmodernizm",0,0,0.00000
"postoaza",0,0,0.00000
"leipzig",0,0,0.00000
"postoczniowych",0,0,0.00000
"postpozytywistycznego",0,0,0.00000
"postpozytywistycznym11",0,0,0.00000
"postpozytywizm",0,0,0.00000
"postronny",0,0,0.00000
"postrzeganie",0,0,0.00000
"postrzegać",0,0,0.00000
"postrzegałam",0,0,0.00000
"posttradycjonalne",0,0,0.00000
"postulat",0,0,0.00000
"lek",0,0,0.00000
"entuzjastka",0,0,0.00000
"entuzjasta",0,0,0.00000
"postęp",0,0,0.00000
"postępowanie",0,0,0.00000
"postępować",0,0,0.00000
"postępywać",0,0,0.00000
"posunięcie",0,0,0.00000
"poszanowanie",0,0,0.00000
"lekarka",0,0,0.00000
"poszczególny",0,0,0.00000
"poszedłem",0,0,0.00000
"poszerza",0,0,0.00000
"poszerzać",0,0,0.00000
"poszerzyliśmy",0,0,0.00000
"poszerzyć",0,0,0.00000
"poszetki",0,0,0.00000
"lekarz",0,0,0.00000
"entuzjazm",0,0,0.00000
"poszliśmy",0,0,0.00000
"poszukijąć",0,0,0.00000
"poszukiwacz",0,0,0.00000
"poszukiwaliśmy",0,0,0.00000
"poszukiwania",0,0,0.00000
"poszukiwanie",0,0,0.00000
"lekceważyć",0,0,0.00000
"lekcja",0,0,0.00000
"eog",0,0,0.00000
"chuda",0,0,0.00000
"chswn",0,0,0.00000
"poszukiwałem",0,0,0.00000
"poszyt",0,0,0.00000
"poszłyby",0,0,0.00000
"posłuchać",0,0,0.00000
"posługiwać",0,0,0.00000
"lekcyjny",0,0,0.00000
"pot",0,0,0.00000
"potakiwać",0,0,0.00000
"potańcówka",0,0,0.00000
"lekki",0,0,0.00000
"eparcha",0,0,0.00000
"potencja",0,0,0.00000
"potencjalnie",0,0,0.00000
"potencjalny",0,0,0.00000
"potocka",0,0,0.00000
"potocki",0,0,0.00000
"potocznie",0,0,0.00000
"potoczny",0,0,0.00000
"potoczyć",0,0,0.00000
"potok",0,0,0.00000
"potomek",0,0,0.00000
"potomność",0,0,0.00000
"potomny",0,0,0.00000
"potracić",0,0,0.00000
"potrafić",0,0,0.00000
"potraktować",0,0,0.00000
"leksykografia",0,0,0.00000
"leksykon",0,0,0.00000
"eparchia",0,0,0.00000
"chudzio",0,0,0.00000
"potrzebny",0,0,0.00000
"sciapan",0,0,0.00000
"potwierdzający",0,0,0.00000
"potwierdzać",0,0,0.00000
"potwierdzenie",0,0,0.00000
"potwierdzić",0,0,0.00000
"potwierdzone33",0,0,0.00000
"potęga",0,0,0.00000
"potęgowałaby",0,0,0.00000
"lektorat",0,0,0.00000
"lektor",0,0,0.00000
"potłuc",0,0,0.00000
"poufność",0,0,0.00000
"pour",0,0,0.00000
"pow.",0,0,0.00000
"powaga",0,0,0.00000
"poważnie",0,0,0.00000
"poważny",0,0,0.00000
"powiadamiać",0,0,0.00000
"powiadać",0,0,0.00000
"lektura",0,0,0.00000
"lelh",0,0,0.00000
"epifania",0,0,0.00000
"epidemia",0,0,0.00000
"barbarka",0,0,0.00000
"archetyp",0,0,0.00000
"archeologiczny",0,0,0.00000
"powideo",0,0,0.00000
"powie",0,0,0.00000
"powiedz-co-wiesz-o-bronowicach",0,0,0.00000
"powiedz-co-wiesz-o-bronowicach-2-fotorelacja",0,0,0.00000
"powiedzenie",0,0,0.00000
"powiedziałem",0,0,0.00000
"powiedzieliby",0,0,0.00000
"powiedzonko",0,0,0.00000
"powielać",0,0,0.00000
"powielić",0,0,0.00000
"powierniczy",0,0,0.00000
"powiernik",0,0,0.00000
"powierzać",0,0,0.00000
"powierzchnia",0,0,0.00000
"powierzyć",0,0,0.00000
"powiesić",0,0,0.00000
"powietrze",0,0,0.00000
"powiew",0,0,0.00000
"powieść",0,0,0.00000
"powinien",0,0,0.00000
"powinienem",0,0,0.00000
"powinniśmy",0,0,0.00000
"powinność",0,0,0.00000
"powiodłoby",0,0,0.00000
"powitać",0,0,0.00000
"powiązanie",0,0,0.00000
"powiązany",0,0,0.00000
"powiązać",0,0,0.00000
"powiększać",0,0,0.00000
"powiększenie",0,0,0.00000
"powiększyć",0,0,0.00000
"powiśle",0,0,0.00000
"powodować",0,0,0.00000
"powodzenie",0,0,0.00000
"powojennego48",0,0,0.00000
"powojenny",0,0,0.00000
"powoli",0,0,0.00000
"powolnie",0,0,0.00000
"powołaliśmy",0,0,0.00000
"powołanie",0,0,0.00000
"lemkivscyna",0,0,0.00000
"lenino",0,0,0.00000
"epilepsja",0,0,0.00000
"powrócić",0,0,0.00000
"powrót",0,0,0.00000
"powstaniec",0,0,0.00000
"leokadia",0,0,0.00000
"leolrjudild",0,0,0.00000
"episkopat",0,0,0.00000
"chwała",0,0,0.00000
"powstałe",0,0,0.00000
"powstały8",0,0,0.00000
"powstałyby",0,0,0.00000
"powstańczy",0,0,0.00000
"powstrzymać",0,0,0.00000
"powstrzymywać",0,0,0.00000
"powszechne3",0,0,0.00000
"powszechnianie",0,0,0.00000
"powszechnie",0,0,0.00000
"powszechność",0,0,0.00000
"powszechny",0,0,0.00000
"powszedni",0,0,0.00000
"powtarzalność",0,0,0.00000
"powtarzalny",0,0,0.00000
"leolrjudàd",0,0,0.00000
"powtórny",0,0,0.00000
"powtórzenie",0,0,0.00000
"powtórzyć",0,0,0.00000
"powystawowy",0,0,0.00000
"powyżej",0,0,0.00000
"leon",0,0,0.00000
"epistemologiczny",0,0,0.00000
"powyższy",0,0,0.00000
"powziąć",0,0,0.00000
"powódź",0,0,0.00000
"powóz",0,0,0.00000
"powątpiewać",0,0,0.00000
"poz.",0,0,0.00000
"leona",0,0,0.00000
"pozaakademicki",0,0,0.00000
"pozaaktowej",0,0,0.00000
"pozaarchiwalne",0,0,0.00000
"pozaarchiwalnego",0,0,0.00000
"pozaarchiwalnej",0,0,0.00000
"leonardo",0,0,0.00000
"epizod",0,0,0.00000
"chwałowice",0,0,0.00000
"barbarzak",0,0,0.00000
"pozainternetowych",0,0,0.00000
"pozakonkursowy",0,0,0.00000
"pozamykać",0,0,0.00000
"pozapomorskiej",0,0,0.00000
"pozaregistraturalne",0,0,0.00000
"pozarządowej",0,0,0.00000
"pozarządowych",0,0,0.00000
"pozarządowych43",0,0,0.00000
"pozarządowych7",0,0,0.00000
"pozastoczniowa",0,0,0.00000
"pozaszkolny",0,0,0.00000
"pozawalać",0,0,0.00000
"pozawerbalny",0,0,0.00000
"pozazawodowy",0,0,0.00000
"pozbawić",0,0,0.00000
"sector",0,0,0.00000
"poziomo",0,0,0.00000
"poziomy",0,0,0.00000
"leontyn",0,0,0.00000
"leonid",0,0,0.00000
"poznaliśmy",0,0,0.00000
"poznanianka",0,0,0.00000
"poznanie",0,0,0.00000
"poznanie23",0,0,0.00000
"poznanie42",0,0,0.00000
"poznawaliśmy",0,0,0.00000
"poznawać",0,0,0.00000
"poznawczo",0,0,0.00000
"poznawczy",0,0,0.00000
"leopold",0,0,0.00000
"leoński",0,0,0.00000
"epoka",0,0,0.00000
"epizodyczny",0,0,0.00000
"poznałem",0,0,0.00000
"poznań",0,0,0.00000
"poznańska",0,0,0.00000
"poznański",0,0,0.00000
"poznańskie",0,0,0.00000
"poznańskiej2",0,0,0.00000
"pozornie",0,0,0.00000
"pozorny",0,0,0.00000
"pozosta",0,0,0.00000
"pozostawiać",0,0,0.00000
"lep",0,0,0.00000
"pozostałe",0,0,0.00000
"pozostałość",0,0,0.00000
"les",0,0,0.00000
"epoki7",0,0,0.00000
"pozować",0,0,0.00000
"pozwalałyby",0,0,0.00000
"lesbian",0,0,0.00000
"pozwolenie",0,0,0.00000
"lesbians",0,0,0.00000
"equality",0,0,0.00000
"chwileczka",0,0,0.00000
"barbarzyństwo",0,0,0.00000
"archi",0,0,0.00000
"pozwoliłby",0,0,0.00000
"pozwoliłoby",0,0,0.00000
"pozwoliłyby",0,0,0.00000
"pozycja",0,0,0.00000
"pozyskaliśmy",0,0,0.00000
"pozyskane",0,0,0.00000
"pozyskanych",0,0,0.00000
"pozyskać",0,0,0.00000
"pozyskałaby",0,0,0.00000
"pozyskiwania",0,0,0.00000
"pozyskiwanie",0,0,0.00000
"pozyskiwaniem",0,0,0.00000
"pozyskiwałam",0,0,0.00000
"pozytyw",0,0,0.00000
"pozytywistyczny",0,0,0.00000
"pozytywizm",0,0,0.00000
"pozytywnie",0,0,0.00000
"pozytywny",0,0,0.00000
"pozytywowy",0,0,0.00000
"pozór",0,0,0.00000
"poł.",0,0,0.00000
"poła",0,0,0.00000
"położenie",0,0,0.00000
"położna",0,0,0.00000
"położyć",0,0,0.00000
"południe",0,0,0.00000
"południowo-wschodni",0,0,0.00000
"południowo-wschodnich",0,0,0.00000
"południowo-wschodniego",0,0,0.00000
"lesbijka",0,0,0.00000
"lessons",0,0,0.00000
"eranie-dzia",0,0,0.00000
"południowo-zachodniej",0,0,0.00000
"leszczyński",0,0,0.00000
"połączyć",0,0,0.00000
"pończoszka",0,0,0.00000
"pośladek",0,0,0.00000
"pośpiech",0,0,0.00000
"leszek",0,0,0.00000
"erasmus",0,0,0.00000
"chwilowo",0,0,0.00000
"pośrednictwo",0,0,0.00000
"pośredniczy",0,0,0.00000
"pośrednik",0,0,0.00000
"pośrednio",0,0,0.00000
"pośrodku",0,0,0.00000
"pośród",0,0,0.00000
"poświadczać",0,0,0.00000
"poświadczenie",0,0,0.00000
"poświadczyć",0,0,0.00000
"poświęcać",0,0,0.00000
"poświęcenie",0,0,0.00000
"leszko",0,0,0.00000
"poźnonowoczesnym",0,0,0.00000
"pożar",0,0,0.00000
"pożarniczy",0,0,0.00000
"leszno",0,0,0.00000
"erazm",0,0,0.00000
"pożartować",0,0,0.00000
"pożegnalny",0,0,0.00000
"pożegnać",0,0,0.00000
"pożoga",0,0,0.00000
"pożyczać",0,0,0.00000
"pożydowski",0,0,0.00000
"pożyteczny",0,0,0.00000
"pożytku81",0,0,0.00000
"pożywienie",0,0,0.00000
"pożywka",0,0,0.00000
"pożółkły",0,0,0.00000
"pożądany",0,0,0.00000
"pożądać",0,0,0.00000
"lesznowola",0,0,0.00000
"ppk27",0,0,0.00000
"letni",0,0,0.00000
"ernst",0,0,0.00000
"chwilowy",0,0,0.00000
"barczyńska",0,0,0.00000
"pps",0,0,0.00000
"pr",0,0,0.00000
"pr-owcem",0,0,0.00000
"pr24",0,0,0.00000
"prababcia",0,0,0.00000
"prababka",0,0,0.00000
"pracochłonny",0,0,0.00000
"letnisko",0,0,0.00000
"pracowita",0,0,0.00000
"pracowitość",0,0,0.00000
"pracowity",0,0,0.00000
"pracownia",0,0,0.00000
"leur",0,0,0.00000
"erudfkvdpru",0,0,0.00000
"pracowniczka",0,0,0.00000
"pracowniczy",0,0,0.00000
"leurs",0,0,0.00000
"practice",0,0,0.00000
