"website","http_status","date_checked"
"http://www.muzeum.edu.pl",200,2024-03-31
"http://www.muzeumkrosniewice.pl/",200,2024-03-31
"https://galkowek.pl/kultura/muzeum/",200,2024-03-31
"http://www.muzeum-orkana.pl/index.php",200,2024-03-31
"http://www.muzeumnalkowskich.pl/",200,2024-03-31
"http://jp2muzeum.pl/",200,2024-03-31
"https://muzeum.bielsko.pl/pl/historia-muzeum-falatowka",200,2024-03-31
"http://muzeum.bialystok.pl/s,muzeum-w-bielsku-podlaskim,58.html",404,2024-03-31
"http://www.muzeum.chorzow.pl",NA,2024-03-31
"http://www.muzeum.chrzanow.pl/",NA,2024-03-31
"http://muzeum.gostyn.pl/",200,2024-03-31
"http://www.muzeum.grudziadz.pl",200,2024-03-31
"http://www.muzeum.rybnik.pl/",200,2024-03-31
"http://www.muzeum.koszalin.pl/",200,2024-03-31
"http://www.muzeum.org.pl",200,2024-03-31
"http://www.muzeum-stargard.pl",200,2024-03-31
"http://www.muzeum.walbrzych.pl",200,2024-03-31
"https://www.zelandia.pl//index.php?option=com_content&task=category&sectionid=5&id=28&Itemid=64/",200,2024-03-31
"http://www.muzeumlowicz.pl/",200,2024-03-31
"http://www.muzeum.srem.pl",200,2024-03-31
"https://muzeum.wieliczka.pl",200,2024-03-31
"https://muzeum.wieliczka.pl",200,2024-03-31
"http://www.neonmuzeum.org/",200,2024-03-31
"http://www.neonmuzeum.org/",200,2024-03-31
"http://mng.gda.pl/oddzialy/oddzial-sztuki-dawnej/",404,2024-03-31
"http://www.pttkmiedzygorze.ta.pl/?id=7",200,2024-03-31
"http://www.planetarium.torun.pl/index.php?strona=3",200,2024-03-31
"http://www.fortyjastarnia.pl/",NA,2024-03-31
"http://www.witnica.pl/index.php?option=18&action=articles_show&art_id=76",NA,2024-03-31
"http://www.muzeumwkaliszu.pl",200,2024-03-31
"http://muzeumkolejnictwa.com.pl/",200,2024-03-31
"http://www.muzeum.sacz.pl/47,Skansen_regionalny__Sadecki_Park_Etnograficzny.htm",404,2024-03-31
"https://wawel.krakow.pl",NA,2024-03-31
"http://www.muzeum.bielsko.pl",200,2024-03-31
"http://www.muzeum.bielsko.pl",200,2024-03-31
"http://www.muzeum.bielsko.pl",200,2024-03-31
"http://www.muzeum.bielsko.pl",200,2024-03-31
"http://www.skansen.bialystok.pl/",200,2024-03-31
"http://tarasin.pl",200,2024-03-31
"http://www.cmjw.pl/",200,2024-03-31
"http://www.zsylkiwypedzenia.up.krakow.pl/",NA,2024-03-31
"http://www.hewelianum.pl",200,2024-03-31
"https://www.muzeumwkaliszu.pl/centrum-rysunku-i-grafiki-im-tadeusza-kulisiewicza.html",200,2024-03-31
"http://www.scenografia-polska.pl/",NA,2024-03-31
"https://u-jazdowski.pl/",200,2024-03-31
"http://www.csw.torun.pl/",200,2024-03-31
"http://ajcf.pl",200,2024-03-31
"https://ajcf.pl/en/",200,2024-03-31
"http://www.muzeum.kalisz.pl/russow",200,2024-03-31
"http://mhk.pl/dzieje_nowej_huty",404,2024-03-31
"http://www.exploseum.pl/",200,2024-03-31
"http://www.grodgrzybowo.pl/",200,2024-03-31
"http://www.grodgrzybowo.pl/",200,2024-03-31
"http://pbswrzesnia.com.pl/index.php/obanku/izba-pamieci-banku",403,2024-03-31
"http://pbswrzesnia.com.pl/index.php/obanku/izba-pamieci-banku",403,2024-03-31
"http://muzarp.poznan.pl/rezerwat/",NA,2024-03-31
"http://www.rezerwat.muzeumczestochowa.pl/",NA,2024-03-31
"http://www.nowowiejski.pl/",403,2024-03-31
"https://ipip.wnz.cm.uj.edu.pl/o-instytucie/salonik-historyczny/",200,2024-03-31
"http://www.muzeumbilgoraj.pl/zagroda-sitarska.html",404,2024-03-31
"https://zagrodajamno.pl/",200,2024-03-31
"http://www.zyndranowa.org/",200,2024-03-31
"http://www.strefahistorycznawmg.pl",200,2024-03-31
"http://www.sztolniekowary.com",200,2024-03-31
"https://browarytyskie.pl/",200,2024-03-31
"http://www.lednicamuzeum.pl/",200,2024-03-31
"http://www.wmp-muzeum.psp.wlkp.pl/",200,2024-03-31
"http://www.muzeumsopotu.pl/",200,2024-03-31
"http://www.kopalniasrebra.pl/",200,2024-03-31
"http://muzeumlowicz.pl/skansen_w_maurzycach",200,2024-03-31
"http://sybir.bialystok.pl/",200,2024-03-31
"http://www.muzeumbialoruskie.hajnowka.pl/",NA,2024-03-31
"http://www.muzeumkresow.eu",200,2024-03-31
"http://turystyka.cmielow.com.pl/",200,2024-03-31
"http://www.paszyn.eu/",NA,2024-03-31
"http://www.mennica.com.pl/historia/gabinet-numizmatyczny/ekspozycja-stala_805.html",200,2024-03-31
"http://www.mbp.bielawa.pl/index.php/aktualnoscibpm1",404,2024-03-31
"http://www.muzeumbilgoraj.pl/",200,2024-03-31
"http://www.muzeum.szczecin.pl/",200,2024-03-31
"http://www.muzeum-hrubieszow.com.pl",200,2024-03-31
"http://muzeumlibusza.republika.pl/",404,2024-03-31
"http://chlewiska.mtip.pl/",403,2024-03-31
"http://www.michalkajka.pl",200,2024-03-31
"http://www.muzeum.naklo.pl",NA,2024-03-31
"http://www.mzm.mogilno.pl",200,2024-03-31
"http://www.sokolowski-muzea.pl/spg/",200,2024-03-31
"http://www.muzeum.tuchola.pl/",200,2024-03-31
"http://www.muzeumchelmno.pl",200,2024-03-31
"http://roztoczanskipn.pl/pl/edukacja/osrodek-edukacyjno-muzealny",404,2024-03-31
"http://www.muzeum.brodnica.pl",200,2024-03-31
"http://kultura-drohiczyn.pl/?page_id=384",404,2024-03-31
"http://www.wieza-gizycko.pl",200,2024-03-31
"http://www.muzeum-goldap.pl",NA,2024-03-31
"http://kamienie.sokolowski-muzea.eu",NA,2024-03-31
"http://muzeumziemikoscierskiej.com.pl",200,2024-03-31
"http://www.muzeumrzemiosla.pl",200,2024-03-31
"http://www.muzeum.lebork.pl",200,2024-03-31
"http://muzeum-minskmaz.home.pl",NA,2024-03-31
"http://www.muzeum.mragowo.pl/",200,2024-03-31
"http://mragowo.muzeum.olsztyn.pl",200,2024-03-31
"http://www.brzeczkowice.katowice.opoka.org.pl/muzeum/",NA,2024-03-31
"http://www.zph.org.pl",200,2024-03-31
"http://www.muzeum.ock.com.pl",NA,2024-03-31
"http://www.muzeumziemipiskiej.pl",200,2024-03-31
"http://www.militaria.bielsko.com.pl",NA,2024-03-31
"http://zss.rze.pl/?page_id=19",404,2024-03-31
"http://www.muzeum.sobotka.pl",200,2024-03-31
"http://www.ekomuzeum.pl/",200,2024-03-31
"http://www.poleskipn.pl/index.php?option=com_content&task=view&id=334&Itemid=236",200,2024-03-31
"https://muzeumstarogard.pl/",200,2024-03-31
"http://muzeum.sacz.pl/muzeum-pszczelarstwa-i-skansen-pszczelarski-w-strozach/",404,2024-03-31
"http://www.muzeum.rypin.eu",200,2024-03-31
"http://www.muzeum.szubin.net",200,2024-03-31
"http://www.muzeumustka.pl",200,2024-03-31
"http://muzeumzapusta.republika.pl",404,2024-03-31
"http://www.deportacje45.pl/",200,2024-03-31
"http://tartak.mok.olsztyn.pl/index.html",200,2024-03-31
"http://tartak.mok.olsztyn.pl/index.html",200,2024-03-31
"http://www.muzeum-narciarstwa.pl",200,2024-03-31
"http://www.muzeumbursztynu.pl",200,2024-03-31
"https://mnoz.us.edu.pl/",200,2024-03-31
"https://mnoz.us.edu.pl/",200,2024-03-31
"http://muzeumlusowo.pl/",200,2024-03-31
"http://www.obra.oblaci.pl/muzeum/muzeum.html",404,2024-03-31
"http://fortmarian.pl",200,2024-03-31
"http://muzeum.bedzin.pl/podziemia-b%C4%99dzi%C5%84skie",404,2024-03-31
"http://www.2korpus.pl/",200,2024-03-31
"http://www.ulani-minskmaz.home.pl/",NA,2024-03-31
"http://www.mhzk.eu/",200,2024-03-31
"http://www.muzeum.zdunskawola.pl/",NA,2024-03-31
"http://muzeum.katedra.zamojskolubaczowska.pl/",200,2024-03-31
"https://muzeum.torun.pl/en/the-museum-of-torun-gingerbread/",200,2024-03-31
"https://muzeum.torun.pl/muzeum-torunskiego-piernika/",200,2024-03-31
"https://teatrnn.pl/piwnica-fortuna/",200,2024-03-31
"http://www.trasa-podziemna.erzeszow.pl",NA,2024-03-31
"http://www.podziemna-trasa-turystyczna.pl/",200,2024-03-31
"http://www.muzeum.topacz.pl/",404,2024-03-31
"http://www.dymarki.pl/",200,2024-03-31
"http://mpwp.pl/",200,2024-03-31
"http://muzeumtrzesacz.pl/",200,2024-03-31
"http://www.fortwerner.pl",200,2024-03-31
"http://www.muzeumdladzieci.pl/",200,2024-03-31
"http://www.muzeum.dobiegniew.pl",200,2024-03-31
"http://www.ecs.gda.pl",200,2024-03-31
"https://borynam.wixsite.com/muzeum-szprotawa",200,2024-03-31
"http://mng.gda.pl/oddzialy/oddzial-sztuki-nowoczesnej/",200,2024-03-31
"http://www.auschwitz.org/",NA,2024-03-31
"https://wawel.krakow.pl/",NA,2024-03-31
"https://www.wroclaw.pl/nasz-wroclaw/partner/cmentarz-zydowski-przy-sleznej-muzeum-sztuki-cmentarnej",200,2024-03-31
"http://www.muzeum.miejskie.wroclaw.pl/",200,2024-03-31
"http://www.muzeumslaskie.pl/",200,2024-03-31
"http://muzeumpragi.pl/",200,2024-03-31
"http://www.mz.pan.pl/",200,2024-03-31
"http://www.muzeum.opole.pl",200,2024-03-31
"http://www.muzeum.gliwice.pl/",200,2024-03-31
"http://muzeumfarmacji.muzeumwarszawy.pl/",200,2024-03-31
"http://muzeumfarmacji.muzeumwarszawy.pl/",200,2024-03-31
"http://muzeumfarmacji.muzeumwarszawy.pl/",200,2024-03-31
"http://muzeumfarmacji.muzeumwarszawy.pl/",200,2024-03-31
"http://www.muzeumlubelskie.pl/Oddzial_Matrylogii_%E2%80%9CPod_Zegarem%E2%80%9D-1-313-37.html",NA,2024-03-31
"http://www.muzeum.gliwice.pl/oddzial-odlewnictwa-artystycznego/",404,2024-03-31
"http://www.jcckrakow.org/",200,2024-03-31
"http://www.muzeum-kupiectwa.pl/",200,2024-03-31
"http://www.zamek-krolewski.pl",NA,2024-03-31
"http://www.auschwitz.org.pl/",NA,2024-03-31
"http://www.stawisko.pl/",200,2024-03-31
"http://www.stawisko.pl/",200,2024-03-31
"http://muzeumwoli.muzeumwarszawy.pl",200,2024-03-31
"http://muzeumwoli.muzeumwarszawy.pl",200,2024-03-31
"http://muzeumwoli.muzeumwarszawy.pl",200,2024-03-31
"http://muzeumwoli.muzeumwarszawy.pl",200,2024-03-31
"http://www.muzeumkolejnictwa.waw.pl",NA,2024-03-31
"http://www.muzeum.krakow.pl/Contact.157.0.html?L=1",404,2024-03-31
"http://www.muzeum-miedzi.art.pl/",403,2024-03-31
"http://mnk.pl/oddzial/muzeum-im-emeryka-hutten-czapskiego",200,2024-03-31
"http://www.muzpap.pl/",200,2024-03-31
"http://btpk.weebly.com",200,2024-03-31
"http://www.muzeum-motoryzacji.com.pl",200,2024-03-31
"http://www.muzeum.warszawa.pl/",200,2024-03-31
"http://bobrka.pl/",200,2024-03-31
"https://muzeum-niepodleglosci.pl/",200,2024-03-31
"http://muzeum.bielsko.pl/",200,2024-03-31
"http://www.muzeumkluki.pl/",200,2024-03-31
"https://muzeumkrakowa.pl/en/branches/old-synagogue",200,2024-03-31
"https://muzeumkrakowa.pl/oddzialy/stara-synagoga",200,2024-03-31
"http://www.muzeumazji.pl/",200,2024-03-31
"http://www.mhmt.pl",200,2024-03-31
"http://www.isrl.poznan.pl/pl/muzeum-wiedzy-o-srodowisku",NA,2024-03-31
"http://www.mhk.pl/branches/rynek-underground",404,2024-03-31
"http://www.wadowice.com/viewpage.php?page_id=5",200,2024-03-31
"http://www.muzeumwlokiennictwa.pl/",200,2024-03-31
"http://www.muzeum.slupsk.pl/",200,2024-03-31
"http://www.muzeum.slupsk.pl/",200,2024-03-31
"http://www.muzeum.slupsk.pl/",200,2024-03-31
"http://www.muzeum.slupsk.pl/",200,2024-03-31
"http://www.muzeum.miejskie.wroclaw.pl/CMS/muzeum_sztuki_medalierskiej/muzeum_sztuki_medalierskiej.html",404,2024-03-31
"http://www.chopin.museum/pl",200,2024-03-31
"http://muzeumpuck.pl",200,2024-03-31
"http://muzeumpuck.pl",200,2024-03-31
"http://www.mnpe.pl/",200,2024-03-31
"http://www.muzeumwlokiennictwa.pl/?lang=en",200,2024-03-31
"https://muzeumkrakowa.pl/en/branches/eagle-pharmacy",200,2024-03-31
"https://muzeumkrakowa.pl/oddzialy/apteka-pod-orlem",200,2024-03-31
"https://www.muzeumkrakowa.pl",200,2024-03-31
"https://muzeumkrakowa.pl/en/branches/zwierzyniec-house",200,2024-03-31
"https://muzeumkrakowa.pl/oddzialy/dom-zwierzyniecki",200,2024-03-31
"http://muzeumbytow.pl/",200,2024-03-31
"http://mng.gda.pl/oddzialy/oddzial-etnografii/",200,2024-03-31
"https://www.muzeum-kaszubskie.pl/",200,2024-03-31
"http://www.muzeumrolnictwa.pl/",200,2024-03-31
"http://www.muzeum-miejskie-zabrze.pl/",NA,2024-03-31
"http://www.muzmin.ing.uni.wroc.pl/",200,2024-03-31
"http://muzeumczarnkow.blox.pl/html",NA,2024-03-31
"http://muzeumutracone.pl/",200,2024-03-31
"http://www.orderusmiechu.pl/?q=muzeum",200,2024-03-31
"https://muzeumtatrzanskie.pl",200,2024-03-31
"http://www.muzeumlubelskie.pl",200,2024-03-31
"http://www.miiz.waw.pl/en/",200,2024-03-31
"http://www.pzu.pl/grupa-pzu/o-grupie/muzeum-ubezpieczen",404,2024-03-31
"http://www.muzeum-przyrodnicze.uni.wroc.pl/",NA,2024-03-31
"http://www.muzeum-przyrodnicze.uni.wroc.pl/eng",NA,2024-03-31
"http://www.mprl.pl/",200,2024-03-31
"http://www.muzeumharcerstwa.pl/",200,2024-03-31
"http://www.zamekujazdowski.art.pl/",200,2024-03-31
"https://www.mimk.com.pl/",NA,2024-03-31
"https://diecezja.pl/muzea-archidiecezji/muzeum-katedralne-na-wawelu/",200,2024-03-31
"https://uek.krakow.pl/uniwersytet/struktura/muzeum-uek",200,2024-03-31
"https://muzeumwitrazu.pl/language/pl/",200,2024-03-31
"http://www.muzeum.biecz.pl/",200,2024-03-31
"http://www.muzeumcieszyn.pl/",200,2024-03-31
"http://www.mkw.e-sochaczew.pl",NA,2024-03-31
"http://www.orawa.eu/",200,2024-03-31
"http://www.orawa.eu/",200,2024-03-31
"https://muzeumkrakowa.pl/oddzialy/ulica-pomorska",200,2024-03-31
"https://muzeumkrakowa.pl/oddzialy/ulica-pomorska",200,2024-03-31
"http://www.muzeum.jedrzejow.pl",200,2024-03-31
"https://nmm.pl/en/vistula-lagoon-museum/",200,2024-03-31
"https://nmm.pl/muzeum-zalewu-wislanego/",200,2024-03-31
"http://www.muzeum-sierakow.pl/",200,2024-03-31
"http://www.mhmg.gda.pl/index.php?oddzial=5",NA,2024-03-31
"http://www.mmow.pl/",200,2024-03-31
"https://www.muzeum-lodz.pl",200,2024-03-31
"https://muzeum-dabrowa.pl/",200,2024-03-31
"http://www.mwb.com.pl/mwb2015/",200,2024-03-31
"http://www.muzeum-radom.pl/",200,2024-03-31
"http://www.muzeum-radom.pl/",200,2024-03-31
"https://mwmskansen.pl/",200,2024-03-31
"http://muzeumwspolczesne.pl/",200,2024-03-31
"http://www.muzeum.turek.pl",200,2024-03-31
"http://www.historia.goleniow.pl/",200,2024-03-31
"http://www.muzeum.walcz.pl",404,2024-03-31
"http://izbahistoryczna.prv.pl/",200,2024-03-31
"http://kultura.murowana-goslina.pl",404,2024-03-31
"http://www.muzeummotyli.com",200,2024-03-31
"http://muzeum.rawicz.pl/",200,2024-03-31
"http://www.osada.czorsztyn.pl/",NA,2024-03-31
"http://muzeumpolskiejwodki.pl/",200,2024-03-31
"http://www.centrumgorskie.pl/",200,2024-03-31
"http://www.muzeum-spadochroniarstwa.pl/",200,2024-03-31
"https://muzeum.opole.pl/muzeum-czynu-powstanczego/",200,2024-03-31
"http://www.oleskiemuzeum.pl",200,2024-03-31
"http://muzeumkozle.pl/",200,2024-03-31
"http://www.glubczyce.e-bp.pl/muzeum/muzeum.php",404,2024-03-31
"http://www.polska1.pl/",200,2024-03-31
